"city","sales","volume","avgprice","listings","onmarket","month","year","date"
"Corpus Christi",410,60315000,147100,2058,5.1,10,2005,2005.75
"Corpus Christi",315,49485000,157100,2016,5,11,2005,2005.83333333333
"Corpus Christi",394,57455000,145800,2082,5.1,12,2005,2005.91666666667
"Corpus Christi",277,40265000,145400,2089,5.1,1,2006,2006
"Corpus Christi",377,58390000,154900,2193,5.3,2,2006,2006.08333333333
"Corpus Christi",477,69005000,144700,2308,5.5,3,2006,2006.16666666667
"Corpus Christi",431,69265000,160700,2756,6.5,4,2006,2006.25
"Corpus Christi",513,79550000,155100,2581,6,5,2006,2006.33333333333
"Corpus Christi",565,88945000,157400,2727,6.3,6,2006,2006.41666666667
"Corpus Christi",455,72620000,159600,2818,6.6,7,2006,2006.5
"Corpus Christi",506,78820000,155800,2862,6.7,8,2006,2006.58333333333
"Corpus Christi",430,65090000,151400,2833,6.6,9,2006,2006.66666666667
"Corpus Christi",408,59570000,146000,2826,6.6,10,2006,2006.75
"Corpus Christi",365,54940000,150500,2762,6.4,11,2006,2006.83333333333
"Corpus Christi",388,59380000,153000,2718,6.3,12,2006,2006.91666666667
"Corpus Christi",280,42858267,153100,2713,6.3,1,2007,2007
"Corpus Christi",358,52133866,145600,2781,6.4,2,2007,2007.08333333333
"Corpus Christi",443,74619940,168400,2953,6.9,3,2007,2007.16666666667
"Corpus Christi",380,57996494,152600,3091,7.3,4,2007,2007.25
"Corpus Christi",442,71270252,161200,3159,7.6,5,2007,2007.33333333333
"Corpus Christi",433,72881251,168300,2425,6,6,2007,2007.41666666667
"Corpus Christi",473,79533597,168100,3245,7.9,7,2007,2007.5
"Corpus Christi",425,72398917,170400,3243,8.1,8,2007,2007.58333333333
"Corpus Christi",298,46080545,154600,3276,8.4,9,2007,2007.66666666667
"Corpus Christi",365,61560750,168700,3192,8.2,10,2007,2007.75
"Corpus Christi",324,51639406,159400,3084,8,11,2007,2007.83333333333
"Corpus Christi",289,47815670,165500,2951,7.9,12,2007,2007.91666666667
"Corpus Christi",248,37913488,152900,2891,7.7,1,2008,2008
"Corpus Christi",284,45098053,158800,3007,8.2,2,2008,2008.08333333333
"Corpus Christi",320,55165185,172400,3121,8.7,3,2008,2008.16666666667
"Corpus Christi",353,58883327,166800,3110,8.8,4,2008,2008.25
"Corpus Christi",386,65589576,169900,3258,9.3,5,2008,2008.33333333333
"Corpus Christi",393,65130000,165700,3150,9.1,6,2008,2008.41666666667
"Corpus Christi",372,62105000,166900,3071,9.1,7,2008,2008.5
"Corpus Christi",377,60640000,160800,3115,9.3,8,2008,2008.58333333333
"Corpus Christi",309,50974182,165000,3102,9.3,9,2008,2008.66666666667
"Corpus Christi",255,42967125,168500,3056,9.4,10,2008,2008.75
"Corpus Christi",223,33321310,149400,3000,9.5,11,2008,2008.83333333333
"Corpus Christi",253,36922702,145900,2971,9.4,12,2008,2008.91666666667
"Corpus Christi",178,26518789,149000,2842,9.2,1,2009,2009
"Corpus Christi",235,34090000,145100,2842,9.3,2,2009,2009.08333333333
"Corpus Christi",283,41741772,147500,NA,NA,3,2009,2009.16666666667
"Corpus Christi",283,41741772,147500,NA,NA,4,2009,2009.25
"Dallas",2286,375389865,164200,13316,3.7,1,2000,2000
"Dallas",3247,555124812,171000,13495,3.7,2,2000,2000.08333333333
"Dallas",4244,702148377,165400,13752,3.7,3,2000,2000.16666666667
"Dallas",3977,667331427,167800,13752,3.7,4,2000,2000.25
"Dallas",4545,783197806,172300,14018,3.7,5,2000,2000.33333333333
"Dallas",4738,846254912,178600,14392,3.8,6,2000,2000.41666666667
"Dallas",4276,763793916,178600,14705,3.9,7,2000,2000.5
"Dallas",4373,770735708,176200,14607,3.9,8,2000,2000.58333333333
"Dallas",3654,643046932,176000,15109,4,9,2000,2000.66666666667
"Dallas",3601,626302634,173900,15212,4,10,2000,2000.75
"Dallas",3407,589401171,173000,14565,3.8,11,2000,2000.83333333333
"Dallas",3098,554774879,179100,13762,3.6,12,2000,2000.91666666667
"Dallas",2542,426059934,167600,14931,3.9,1,2001,2001
"Dallas",3257,578096015,177500,15389,4,2,2001,2001.08333333333
"Dallas",4306,766269442,178000,16063,4.2,3,2001,2001.16666666667
"Dallas",3976,700310163,176100,17059,4.5,4,2001,2001.25
"Dallas",4633,832516238,179700,17814,4.7,5,2001,2001.33333333333
"Dallas",5065,941310414,185800,18372,4.8,6,2001,2001.41666666667
"Dallas",4745,866755946,182700,18741,4.8,7,2001,2001.5
"Dallas",4603,839224430,182300,18584,4.8,8,2001,2001.58333333333
"Dallas",3551,630982262,177700,18998,4.9,9,2001,2001.66666666667
"Dallas",3449,564356982,163600,19403,5,10,2001,2001.75
"Dallas",3373,582425484,172700,18495,4.8,11,2001,2001.83333333333
"Dallas",3492,624519434,178800,17290,4.4,12,2001,2001.91666666667
"Dallas",2862,502970859,175700,18240,4.6,1,2002,2002
"Dallas",3461,616881882,178200,18927,4.8,2,2002,2002.08333333333
"Dallas",4021,731728110,182000,19367,4.9,3,2002,2002.16666666667
"Dallas",4185,766278911,183100,20139,5.1,4,2002,2002.25
"Dallas",4769,913391794,191500,21153,5.3,5,2002,2002.33333333333
"Dallas",4423,817899695,184900,22043,5.6,6,2002,2002.41666666667
"Dallas",4559,857727953,188100,23165,5.9,7,2002,2002.5
"Dallas",4386,811329118,185000,23056,5.9,8,2002,2002.58333333333
"Dallas",3716,653244332,175800,23551,6.1,9,2002,2002.66666666667
"Dallas",3672,657676258,179100,23458,6,10,2002,2002.75
"Dallas",3415,611752816,179100,22758,5.8,11,2002,2002.83333333333
"Dallas",3730,698773428,187300,21559,5.5,12,2002,2002.91666666667
"Dallas",2795,495512434,177300,23586,6,1,2003,2003
"Dallas",2994,549263980,183500,24381,6.3,2,2003,2003.08333333333
"Dallas",4245,775700960,182700,25382,6.5,3,2003,2003.16666666667
"Dallas",4077,752063142,184500,26210,6.7,4,2003,2003.25
"Dallas",4655,883859330,189900,26824,6.9,5,2003,2003.33333333333
"Dallas",4847,920352540,189900,27169,6.9,6,2003,2003.41666666667
"Dallas",5085,988546517,194400,27286,6.9,7,2003,2003.5
"Dallas",5003,957387591,191400,26604,6.6,8,2003,2003.58333333333
"Dallas",4267,819435447,192000,26372,6.5,9,2003,2003.66666666667
"Dallas",4136,772657281,186800,25757,6.3,10,2003,2003.75
"Dallas",3225,614476976,190500,25093,6.1,11,2003,2003.83333333333
"Dallas",3949,757974150,191900,24013,5.8,12,2003,2003.91666666667
"Dallas",2904,523105156,180100,25365,6.2,1,2004,2004
"Dallas",3409,643892110,188900,25849,6.2,2,2004,2004.08333333333
"Dallas",4835,924268970,191200,26821,6.4,3,2004,2004.16666666667
"Dallas",5006,985509075,196900,27938,6.5,4,2004,2004.25
"Dallas",5116,997391985,195000,28496,6.6,5,2004,2004.33333333333
"Dallas",5511,1134082858,205800,28725,6.6,6,2004,2004.41666666667
"Dallas",5398,1073634588,198900,28842,6.6,7,2004,2004.5
"Dallas",5222,1038300840,198800,28612,6.5,8,2004,2004.58333333333
"Dallas",4444,834310868,187700,28055,6.3,9,2004,2004.66666666667
"Dallas",4184,802557736,191800,27386,6.2,10,2004,2004.75
"Dallas",3996,754389601,188800,26079,5.8,11,2004,2004.83333333333
"Dallas",4489,870957702,194000,24190,5.3,12,2004,2004.91666666667
"Dallas",2981,547637034,183700,25873,5.7,1,2005,2005
"Dallas",3762,728884739,193700,26794,5.9,2,2005,2005.08333333333
"Dallas",5349,1074448492,200900,27751,6,3,2005,2005.16666666667
"Dallas",5261,1046087320,198800,28745,6.2,4,2005,2005.25
"Dallas",5681,1140244812,200700,28790,6.1,5,2005,2005.33333333333
"Dallas",6416,1352136392,210700,28875,6.1,6,2005,2005.41666666667
"Dallas",5808,1191501494,205100,29103,6.1,7,2005,2005.5
"Dallas",6006,1231779356,205100,NA,NA,8,2005,2005.58333333333
"Dallas",5086,1013634502,199300,27562,5.6,9,2005,2005.66666666667
"Dallas",4696,943709896,201000,27113,5.5,10,2005,2005.75
"Dallas",4413,911211915,206500,26468,5.3,11,2005,2005.83333333333
"Dallas",4521,952447451,210700,24860,5,12,2005,2005.91666666667
"Dallas",3457,681032359,197000,26232,5.2,1,2006,2006
"Dallas",4311,860515451,199600,26793,5.3,2,2006,2006.08333333333
"Dallas",5883,1199917590,204000,27795,5.4,3,2006,2006.16666666667
"Dallas",5332,1079456628,202400,29147,5.7,4,2006,2006.25
"Dallas",6410,1407381438,219600,29775,5.7,5,2006,2006.33333333333
"Dallas",7117,1546598624,217300,30323,5.8,6,2006,2006.41666666667
"Dallas",5965,1283170506,215100,31191,5.9,7,2006,2006.5
"Dallas",6344,1336466287,210700,30770,5.8,8,2006,2006.58333333333
"Dallas",5052,982886817,194600,31030,5.9,9,2006,2006.66666666667
"Dallas",5033,1010810885,200800,30258,5.7,10,2006,2006.75
"Dallas",4585,940142663,205000,29060,5.4,11,2006,2006.83333333333
"Dallas",4737,993052385,209600,27369,5.1,12,2006,2006.91666666667
"Dallas",3626,731573846,201800,28328,5.3,1,2007,2007
"Dallas",4248,861440268,202800,29121,5.4,2,2007,2007.08333333333
"Dallas",5726,1235307617,215700,31281,5.8,3,2007,2007.16666666667
"Dallas",5252,1165180158,221900,32787,6.1,4,2007,2007.25
"Dallas",6092,1370682102,225000,33283,6.3,5,2007,2007.33333333333
"Dallas",6207,1432055051,230700,33624,6.4,6,2007,2007.41666666667
"Dallas",6111,1330935156,217800,33414,6.4,7,2007,2007.5
"Dallas",6041,1353660825,224100,32915,6.3,8,2007,2007.58333333333
"Dallas",4069,847151558,208200,32907,6.4,9,2007,2007.66666666667
"Dallas",4396,903923726,205600,32079,6.3,10,2007,2007.75
"Dallas",4124,888702214,215500,30563,6,11,2007,2007.83333333333
"Dallas",3803,814393850,214100,27649,5.6,12,2007,2007.91666666667
"Dallas",3210,630240854,196300,28933,5.9,1,2008,2008
"Dallas",3869,773134573,199800,29206,6,2,2008,2008.08333333333
"Dallas",4495,962729451,214200,30124,6.3,3,2008,2008.16666666667
"Dallas",4764,1028613369,215900,30471,6.4,4,2008,2008.25
"Dallas",5194,1143859792,220200,30340,6.5,5,2008,2008.33333333333
"Dallas",5172,1132152105,218900,30340,6.6,6,2008,2008.41666666667
"Dallas",5121,1129563915,220600,29724,6.6,7,2008,2008.5
"Dallas",4904,1060285690,216200,28367,6.4,8,2008,2008.58333333333
"Dallas",4269,871951388,204300,27406,6.2,9,2008,2008.66666666667
"Dallas",3608,751634280,208300,26563,6.1,10,2008,2008.75
"Dallas",2800,557437021,199100,26573,6.2,11,2008,2008.83333333333
"Dallas",3262,659587415,202200,24321,5.8,12,2008,2008.91666666667
"Dallas",2313,411373502,177900,25070,6,1,2009,2009
"Dallas",2925,554195788,189500,25641,6.3,2,2009,2009.08333333333
"Dallas",3501,670867516,191600,26346,6.6,3,2009,2009.16666666667
"Dallas",3613,708013970,196000,26782,6.9,4,2009,2009.25
"Denton County",313,50391510,161000,2023,4.4,1,2000,2000
"Denton County",423,60625344,143300,2085,4.5,2,2000,2000.08333333333
"Denton County",570,95662001,167800,2168,4.6,3,2000,2000.16666666667
"Denton County",529,86276146,163100,2192,4.6,4,2000,2000.25
"Denton County",639,103684441,162300,2221,4.6,5,2000,2000.33333333333
"Denton County",677,119130134,176000,2209,4.5,6,2000,2000.41666666667
"Denton County",638,113432631,177800,2160,4.4,7,2000,2000.5
"Denton County",618,106079394,171600,2135,4.2,8,2000,2000.58333333333
"Denton County",488,84282473,172700,2270,4.4,9,2000,2000.66666666667
"Denton County",460,78878528,171500,2238,4.3,10,2000,2000.75
"Denton County",422,68324540,161900,2165,4.2,11,2000,2000.83333333333
"Denton County",372,64140494,172400,2058,4,12,2000,2000.91666666667
"Denton County",331,54142802,163600,2239,4.4,1,2001,2001
"Denton County",433,71832456,165900,2379,4.6,2,2001,2001.08333333333
"Denton County",554,96747650,174600,2597,5.1,3,2001,2001.16666666667
"Denton County",534,90681200,169800,2657,5.2,4,2001,2001.25
"Denton County",648,113528240,175200,2666,5.2,5,2001,2001.33333333333
"Denton County",691,122951808,177900,2785,5.4,6,2001,2001.41666666667
"Denton County",680,122823514,180600,2783,5.4,7,2001,2001.5
"Denton County",658,120734992,183500,2716,5.2,8,2001,2001.58333333333
"Denton County",515,93856208,182200,2749,5.2,9,2001,2001.66666666667
"Denton County",470,77959276,165900,2745,5.2,10,2001,2001.75
"Denton County",450,78596722,174700,2597,4.9,11,2001,2001.83333333333
"Denton County",496,84726584,170800,2497,4.6,12,2001,2001.91666666667
"Denton County",399,65183143,163400,2676,4.9,1,2002,2002
"Denton County",491,87047727,177300,2753,5,2,2002,2002.08333333333
"Denton County",545,98736736,181200,2869,5.2,3,2002,2002.16666666667
"Denton County",550,96489237,175400,3038,5.5,4,2002,2002.25
"Denton County",654,115667091,176900,3088,5.6,5,2002,2002.33333333333
"Denton County",647,117355796,181400,3168,5.8,6,2002,2002.41666666667
"Denton County",662,119208136,180100,3234,5.9,7,2002,2002.5
"Denton County",603,107530108,178300,3259,6,8,2002,2002.58333333333
"Denton County",497,87066019,175200,3288,6.1,9,2002,2002.66666666667
"Denton County",465,81183797,174600,3183,5.9,10,2002,2002.75
"Denton County",497,83935582,168900,3037,5.6,11,2002,2002.83333333333
"Denton County",523,97401578,186200,2906,5.3,12,2002,2002.91666666667
"Denton County",340,56612032,166500,3196,5.9,1,2003,2003
"Denton County",420,74574074,177600,3349,6.3,2,2003,2003.08333333333
"Denton County",601,102793457,171000,3544,6.6,3,2003,2003.16666666667
"Denton County",569,98938037,173900,3619,6.7,4,2003,2003.25
"Denton County",659,120244730,182500,3659,6.8,5,2003,2003.33333333333
"Denton County",646,121352070,187900,3808,7,6,2003,2003.41666666667
"Denton County",729,132981252,182400,3762,6.9,7,2003,2003.5
"Denton County",701,129890513,185300,3694,6.7,8,2003,2003.58333333333
"Denton County",587,110592351,188400,3660,6.5,9,2003,2003.66666666667
"Denton County",550,94577712,172000,3611,6.4,10,2003,2003.75
"Denton County",428,77065886,180100,3532,6.3,11,2003,2003.83333333333
"Denton County",513,93367052,182000,3415,6.1,12,2003,2003.91666666667
"Denton County",387,66859505,172800,3685,6.5,1,2004,2004
"Denton County",471,81441406,172900,3763,6.6,2,2004,2004.08333333333
"Denton County",620,118766270,191600,3963,6.9,3,2004,2004.16666666667
"Denton County",704,128630194,182700,4113,7.1,4,2004,2004.25
"Denton County",732,136568573,186600,4161,7.1,5,2004,2004.33333333333
"Denton County",818,160205268,195800,4121,6.8,6,2004,2004.41666666667
"Denton County",795,140352988,176500,4052,6.7,7,2004,2004.5
"Denton County",798,157614455,197500,3982,6.5,8,2004,2004.58333333333
"Denton County",618,115141629,186300,3937,6.4,9,2004,2004.66666666667
"Denton County",578,104818126,181300,3818,6.1,10,2004,2004.75
"Denton County",592,107275006,181200,3594,5.7,11,2004,2004.83333333333
"Denton County",637,117360736,184200,3364,5.2,12,2004,2004.91666666667
"Denton County",384,67517007,175800,3720,5.8,1,2005,2005
"Denton County",542,97414771,179700,3805,5.8,2,2005,2005.08333333333
"Denton County",787,142892852,181600,3893,5.9,3,2005,2005.16666666667
"Denton County",745,135005525,181200,3986,6,4,2005,2005.25
"Denton County",851,158839011,186600,3817,5.6,5,2005,2005.33333333333
"Denton County",922,180214907,195500,3813,5.5,6,2005,2005.41666666667
"Denton County",827,158358437,191500,3919,5.7,7,2005,2005.5
"Denton County",838,166121992,198200,NA,NA,8,2005,2005.58333333333
"Denton County",703,143884180,204700,3646,5.2,9,2005,2005.66666666667
"Denton County",656,124531473,189800,3582,5.1,10,2005,2005.75
"Denton County",664,132246868,199200,3466,4.9,11,2005,2005.83333333333
"Denton County",666,128708133,193300,3179,4.4,12,2005,2005.91666666667
"Denton County",460,85540058,186000,3287,4.6,1,2006,2006
"Denton County",621,114292576,184000,3259,4.5,2,2006,2006.08333333333
"Denton County",813,152511903,187600,3399,4.7,3,2006,2006.16666666667
"Denton County",744,145244198,195200,3571,4.9,4,2006,2006.25
"Denton County",893,181273927,203000,3627,4.9,5,2006,2006.33333333333
"Denton County",1025,213038620,207800,3662,4.9,6,2006,2006.41666666667
"Denton County",871,171976915,197400,3725,5,7,2006,2006.5
"Denton County",891,177380410,199100,3686,4.9,8,2006,2006.58333333333
"Denton County",709,133617412,188500,3649,4.9,9,2006,2006.66666666667
"Denton County",653,126003124,193000,3542,4.7,10,2006,2006.75
"Denton County",616,123700225,200800,3435,4.6,11,2006,2006.83333333333
"Denton County",631,127127223,201500,3241,4.4,12,2006,2006.91666666667
"Denton County",486,96358603,198300,3397,4.6,1,2007,2007
"Denton County",563,107879940,191600,3564,4.8,2,2007,2007.08333333333
"Denton County",756,152978919,202400,3844,5.2,3,2007,2007.16666666667
"Denton County",690,140499001,203600,4026,5.5,4,2007,2007.25
"Denton County",815,171181622,210000,4029,5.6,5,2007,2007.33333333333
"Denton County",916,205837728,224700,4076,5.7,6,2007,2007.41666666667
"Denton County",902,188843444,209400,4021,5.6,7,2007,2007.5
"Denton County",874,190380206,217800,3923,5.5,8,2007,2007.58333333333
"Denton County",514,106423825,207100,3872,5.5,9,2007,2007.66666666667
"Denton County",614,126403124,205900,3712,5.3,10,2007,2007.75
"Denton County",498,101384825,203600,3511,5.1,11,2007,2007.83333333333
"Denton County",500,100623381,201200,3170,4.7,12,2007,2007.91666666667
"Denton County",410,83795577,204400,3361,5,1,2008,2008
"Denton County",531,97450504,183500,3395,5.1,2,2008,2008.08333333333
"Denton County",573,116046713,202500,3600,5.5,3,2008,2008.16666666667
"Denton County",601,112518386,187200,3739,5.8,4,2008,2008.25
"Denton County",725,144044619,198700,3718,5.8,5,2008,2008.33333333333
"Denton County",755,152435764,201900,3748,6,6,2008,2008.41666666667
"Denton County",751,149147214,198600,3589,5.9,7,2008,2008.5
"Denton County",710,146739165,206700,3465,5.8,8,2008,2008.58333333333
"Denton County",570,109918385,192800,3360,5.6,9,2008,2008.66666666667
"Denton County",465,89273853,192000,3196,5.4,10,2008,2008.75
"Denton County",355,66933662,188500,3098,5.4,11,2008,2008.83333333333
"Denton County",420,78874771,187800,2849,5,12,2008,2008.91666666667
"Denton County",262,46516195,177500,2981,5.3,1,2009,2009
"Denton County",408,76652664,187900,3094,5.6,2,2009,2009.08333333333
"Denton County",459,84828809,184800,3264,6,3,2009,2009.16666666667
"Denton County",484,91401859,188800,3363,6.3,4,2009,2009.25
"El Paso",306,31525000,103000,2512,5.8,1,2000,2000
"El Paso",346,32300000,93400,2572,5.9,2,2000,2000.08333333333
"El Paso",492,47505000,96600,2549,5.8,3,2000,2000.16666666667
"El Paso",382,37915000,99300,2525,5.9,4,2000,2000.25
"El Paso",459,43335000,94400,2552,5.9,5,2000,2000.33333333333
"El Paso",486,47880000,98500,NA,NA,6,2000,2000.41666666667
"El Paso",422,42925000,101700,2685,6.4,7,2000,2000.5
"El Paso",538,53800000,100000,3396,8,8,2000,2000.58333333333
"El Paso",382,36775000,96300,2661,6.3,9,2000,2000.66666666667
"El Paso",392,40535000,103400,2704,6.5,10,2000,2000.75
"El Paso",412,41830000,101500,2704,6.5,11,2000,2000.83333333333
"El Paso",492,45465000,92400,2426,5.7,12,2000,2000.91666666667
"El Paso",327,34190000,104600,2588,6.1,1,2001,2001
"El Paso",351,35830000,102100,2687,6.3,2,2001,2001.08333333333
"El Paso",441,42450000,96300,3420,8.1,3,2001,2001.16666666667
"El Paso",402,41400000,103000,3523,8.3,4,2001,2001.25
"El Paso",495,50430000,101900,3514,8.2,5,2001,2001.33333333333
"El Paso",479,57990000,121100,3482,8.1,6,2001,2001.41666666667
"El Paso",464,49740000,107200,3514,8.1,7,2001,2001.5
"El Paso",478,50295000,105200,3515,8.2,8,2001,2001.58333333333
"El Paso",415,45305000,109200,3515,8.2,9,2001,2001.66666666667
"El Paso",443,46120000,104100,3352,7.7,10,2001,2001.75
"El Paso",381,39455000,103600,3213,7.5,11,2001,2001.83333333333
"El Paso",381,39040000,102500,2979,7.1,12,2001,2001.91666666667
"El Paso",411,41360000,100600,3117,7.3,1,2002,2002
"El Paso",354,38655000,109200,3070,7.2,2,2002,2002.08333333333
"El Paso",437,46940000,107400,3127,7.3,3,2002,2002.16666666667
"El Paso",569,54015000,94900,3107,7,4,2002,2002.25
"El Paso",416,44530000,107000,3114,7.1,5,2002,2002.33333333333
"El Paso",449,50530000,112500,3187,7.4,6,2002,2002.41666666667
"El Paso",469,54775000,116800,3236,7.5,7,2002,2002.5
"El Paso",506,54035000,106800,3288,7.5,8,2002,2002.58333333333
"El Paso",453,47495000,104800,3284,7.5,9,2002,2002.66666666667
"El Paso",558,63565000,113900,3289,7.3,10,2002,2002.75
"El Paso",401,45815000,114300,3072,6.8,11,2002,2002.83333333333
"El Paso",411,44880000,109200,2853,6.3,12,2002,2002.91666666667
"El Paso",383,42705000,111500,2991,6.6,1,2003,2003
"El Paso",355,38205000,107600,3063,6.8,2,2003,2003.08333333333
"El Paso",577,61185000,106000,3289,7.1,3,2003,2003.16666666667
"El Paso",503,54185000,107700,3282,7.2,4,2003,2003.25
"El Paso",557,58245000,104600,3004,6.4,5,2003,2003.33333333333
"El Paso",540,66375000,122900,3108,6.5,6,2003,2003.41666666667
"El Paso",551,65955000,119700,3228,6.7,7,2003,2003.5
"El Paso",584,66400000,113700,3233,6.6,8,2003,2003.58333333333
"El Paso",602,66640000,110700,3291,6.6,9,2003,2003.66666666667
"El Paso",551,62140000,112800,3242,6.5,10,2003,2003.75
"El Paso",427,46840000,109700,3173,6.3,11,2003,2003.83333333333
"El Paso",609,71320000,117100,2929,5.6,12,2003,2003.91666666667
"El Paso",435,48330000,111100,3028,5.8,1,2004,2004
"El Paso",441,48215000,109300,3162,6,2,2004,2004.08333333333
"El Paso",551,60105000,109100,3288,6.2,3,2004,2004.16666666667
"El Paso",579,64980000,112200,3320,6.2,4,2004,2004.25
"El Paso",576,68890000,119600,3271,6.1,5,2004,2004.33333333333
"El Paso",586,72925000,124400,NA,NA,6,2004,2004.41666666667
"El Paso",619,77745000,125600,NA,NA,7,2004,2004.5
"El Paso",462,54045000,117000,NA,NA,8,2004,2004.58333333333
"El Paso",294,29910000,101700,NA,NA,9,2004,2004.66666666667
"El Paso",484,56625000,117000,NA,NA,10,2004,2004.75
"El Paso",470,55690000,118500,NA,NA,11,2004,2004.83333333333
"El Paso",467,56610000,121200,NA,NA,12,2004,2004.91666666667
"El Paso",229,28630000,125000,NA,NA,1,2005,2005
"El Paso",374,45825000,122500,NA,NA,2,2005,2005.08333333333
"El Paso",576,72700000,126200,NA,NA,3,2005,2005.16666666667
"El Paso",547,68630000,125500,NA,NA,4,2005,2005.25
"El Paso",559,71090000,127200,NA,NA,5,2005,2005.33333333333
"El Paso",421,49230000,116900,NA,NA,6,2005,2005.41666666667
"El Paso",420,49900000,118800,NA,NA,7,2005,2005.5
"El Paso",443,51935000,117200,NA,NA,8,2005,2005.58333333333
"El Paso",356,42290000,118800,NA,NA,9,2005,2005.66666666667
"El Paso",513,70200000,136800,NA,NA,10,2005,2005.75
"El Paso",470,66360000,141200,NA,NA,11,2005,2005.83333333333
"El Paso",444,64555000,145400,NA,NA,12,2005,2005.91666666667
"El Paso",388,53090000,136800,NA,NA,1,2006,2006
"El Paso",448,63160000,141000,NA,NA,2,2006,2006.08333333333
"El Paso",637,93655000,147000,NA,NA,3,2006,2006.16666666667
"El Paso",518,73125000,141200,NA,NA,4,2006,2006.25
"El Paso",607,95935000,158000,NA,NA,5,2006,2006.33333333333
"El Paso",659,101085000,153400,1769,3.6,6,2006,2006.41666666667
"El Paso",620,95010000,153200,2178,4.3,7,2006,2006.5
"El Paso",774,117570000,151900,2300,4.3,8,2006,2006.58333333333
"El Paso",646,99280000,153700,2578,4.6,9,2006,2006.66666666667
"El Paso",557,87815000,157700,2548,4.5,10,2006,2006.75
"El Paso",556,85835000,154400,2711,4.7,11,2006,2006.83333333333
"El Paso",555,88225000,159000,2554,4.4,12,2006,2006.91666666667
"El Paso",492,70090000,142500,2554,4.3,1,2007,2007
"El Paso",503,76125000,151300,2787,4.7,2,2007,2007.08333333333
"El Paso",612,94925000,155100,1272,2.2,3,2007,2007.16666666667
"El Paso",642,96675000,150600,3241,5.4,4,2007,2007.25
"El Paso",640,97535000,152400,3159,5.2,5,2007,2007.33333333333
"El Paso",607,100975000,166400,3589,6,6,2007,2007.41666666667
"El Paso",573,91810000,160200,3791,6.4,7,2007,2007.5
"El Paso",554,91570000,165300,3874,6.7,8,2007,2007.58333333333
"El Paso",409,64025000,156500,4024,7.2,9,2007,2007.66666666667
"El Paso",439,68665000,156400,4337,7.9,10,2007,2007.75
"El Paso",387,64305000,166200,4292,8,11,2007,2007.83333333333
"El Paso",362,55590000,153600,4625,8.9,12,2007,2007.91666666667
"El Paso",299,47445000,158700,4254,8.5,1,2008,2008
"El Paso",328,53395000,162800,4374,9,2,2008,2008.08333333333
"El Paso",419,66165000,157900,4714,10,3,2008,2008.16666666667
"El Paso",292,44510000,152400,4840,10.9,4,2008,2008.25
"El Paso",429,70460000,164200,5155,12.1,5,2008,2008.33333333333
"El Paso",487,82190000,168800,5127,12.4,6,2008,2008.41666666667
"El Paso",502,81170000,161700,5012,12.3,7,2008,2008.5
"El Paso",433,69510000,160500,5085,12.7,8,2008,2008.58333333333
"El Paso",449,71575000,159400,5096,12.7,9,2008,2008.66666666667
"El Paso",413,65445000,158500,5040,12.6,10,2008,2008.75
"El Paso",362,56495000,156100,4773,12,11,2008,2008.83333333333
"El Paso",363,58035000,159900,4454,11.2,12,2008,2008.91666666667
"El Paso",304,47945000,157700,4499,11.3,1,2009,2009
"El Paso",326,49735000,152600,4530,11.4,2,2009,2009.08333333333
"El Paso",435,67210000,154500,4578,11.5,3,2009,2009.16666666667
"El Paso",381,59250000,155500,3982,9.8,4,2009,2009.25
"Fort Bend",343,52031964,151700,2181,3.8,1,2000,2000
"Fort Bend",466,66803684,143400,2262,3.9,2,2000,2000.08333333333
"Fort Bend",657,102595686,156200,2307,3.9,3,2000,2000.16666666667
"Fort Bend",593,93906626,158400,2404,4.1,4,2000,2000.25
"Fort Bend",735,115043495,156500,2510,4.2,5,2000,2000.33333333333
"Fort Bend",790,131697099,166700,2614,4.4,6,2000,2000.41666666667
"Fort Bend",753,124163901,164900,2689,4.5,7,2000,2000.5
"Fort Bend",717,123742572,172600,2744,4.6,8,2000,2000.58333333333
"Fort Bend",593,101289086,170800,2808,4.7,9,2000,2000.66666666667
"Fort Bend",547,87434242,159800,2824,4.7,10,2000,2000.75
"Fort Bend",519,81629621,157300,2704,4.5,11,2000,2000.83333333333
"Fort Bend",541,91108799,168400,2603,4.3,12,2000,2000.91666666667
"Fort Bend",398,66140181,166200,2675,4.4,1,2001,2001
"Fort Bend",480,81248543,169300,2803,4.6,2,2001,2001.08333333333
"Fort Bend",633,104677530,165400,2913,4.8,3,2001,2001.16666666667
"Fort Bend",683,119127060,174400,3039,4.9,4,2001,2001.25
"Fort Bend",715,117123609,163800,3026,4.9,5,2001,2001.33333333333
"Fort Bend",846,149508001,176700,3023,4.9,6,2001,2001.41666666667
"Fort Bend",848,143900241,169700,2936,4.7,7,2001,2001.5
"Fort Bend",798,144183626,180700,2934,4.6,8,2001,2001.58333333333
"Fort Bend",527,88422369,167800,NA,NA,9,2001,2001.66666666667
"Fort Bend",609,98253642,161300,2829,4.5,10,2001,2001.75
"Fort Bend",538,90223814,167700,2584,4.1,11,2001,2001.83333333333
"Fort Bend",678,114046427,168200,2412,3.7,12,2001,2001.91666666667
"Fort Bend",502,82709841,164800,2529,3.9,1,2002,2002
"Fort Bend",546,91399532,167400,2598,3.9,2,2002,2002.08333333333
"Fort Bend",632,113894405,180200,2702,4.1,3,2002,2002.16666666667
